GEOID,2010 Total Population,2010 White Population,2010 African American Population,2010 Asian Population,2010 Other Races Population,2010 Hispanic Population,2010 Total Households,2010 Occupied Households,2010 Vacant Households,2000 Total Population,2000 White Population,2000 African American Population,2000 Asian Population,2000 Other Races Population,2000 Total Housing Units,2000 Occupied Housing Units,2000 Vacant Housing Units,2000 Hispanic Population
3.9041E+11,1277,1209,25,5,38,18,576,539,37,1381,1316,30,8,27,573,547,26,9
3.9041E+11,1721,1613,50,19,39,32,822,724,98,1716,1638,17,16,45,799,735,64,35
3.9041E+11,2258,1896,156,129,77,63,449,397,52,2579,2305,157,66,51,447,414,33,42
3.9041E+11,859,819,19,1,20,16,414,373,41,800,777,5,2,16,340,320,20,2
3.9041E+11,1002,953,18,3,28,24,454,423,31,1085,1038,13,1,33,443,425,18,13
3.9041E+11,2692,2446,127,30,89,82,951,932,19,1180,1137,23,9,11,524,439,85,17
3.9041E+11,927,834,43,1,49,33,369,345,24,898,838,18,4,38,391,346,45,7
3.9041E+11,556,549,0,0,7,5,261,249,12,534,518,3,3,10,261,256,5,5
3.9041E+11,2370,2181,87,17,85,59,918,868,50,2113,2000,57,22,34,803,776,27,22
3.9041E+11,2182,2059,66,2,55,44,1117,970,147,1203,1154,21,7,21,512,477,35,4
3.9041E+11,2374,2157,101,45,71,38,933,885,48,163,156,1,1,5,61,60,1,1
3.9041E+11,772,717,26,7,22,6,358,340,18,742,701,9,13,19,349,339,10,6
3.9041E+11,2556,2379,96,19,62,51,1026,995,31,2325,2141,82,32,70,937,890,47,28
3.9041E+11,229,217,3,2,7,3,107,98,9,218,211,0,0,7,102,98,4,4
3.9041E+11,2742,2509,103,27,103,46,1080,1019,61,2321,2147,89,16,69,911,885,26,17
3.9041E+11,2244,2053,80,31,80,53,952,906,46,373,360,13,0,0,117,117,0,1
3.9041E+11,1601,1396,131,4,70,59,658,626,32,1708,1526,128,2,52,657,626,31,18
3.9041E+11,1616,1269,204,7,136,115,759,708,51,1518,1207,240,13,58,700,656,44,36
3.9041E+11,1190,1178,8,1,3,12,445,431,14,968,936,11,11,10,352,337,15,4
3.9041E+11,1707,1667,6,3,31,26,703,643,60,1585,1538,18,1,28,640,596,44,13
3.9041E+11,2485,2411,5,19,50,35,935,906,29,2008,1965,8,10,25,728,704,24,13
3.9041E+11,2432,2380,16,8,28,25,897,868,29,2104,2079,6,2,17,727,705,22,7
3.9041E+11,2395,2270,33,8,84,39,1077,1006,71,2134,2068,39,5,22,1018,919,99,9
3.9041E+11,881,853,11,6,11,7,344,333,11,846,833,4,0,9,319,308,11,2
3.9041E+11,1108,1004,34,46,24,11,451,420,31,1000,959,23,9,9,391,373,18,15
3.9041E+11,1793,1667,27,58,41,12,707,664,43,1947,1854,23,51,19,698,675,23,7
3.9041E+11,2859,2500,152,156,51,43,968,911,57,2085,1868,166,24,27,650,619,31,29
3.9041E+11,1658,1543,15,76,24,33,565,532,33,1203,1170,1,23,9,362,349,13,16
3.9041E+11,1285,1168,29,60,28,20,512,487,25,115,115,0,0,0,46,45,1,1
3.9041E+11,2842,2565,26,185,66,53,984,928,56,135,126,8,1,0,53,47,6,0
3.9041E+11,1163,1095,11,22,35,9,474,448,26,1030,1017,1,2,10,405,387,18,2
3.9041E+11,1285,1225,15,19,26,19,526,490,36,1271,1189,70,2,10,441,422,19,10
3.9041E+11,1912,1640,46,171,55,40,648,632,16,1101,1032,2,52,15,346,339,7,9
3.9041E+11,1676,1580,17,55,24,24,551,538,13,1719,1650,18,37,14,530,522,8,20
3.9041E+11,1303,1166,23,85,29,29,475,451,24,1044,946,17,58,23,349,334,15,9
3.9041E+11,1894,1643,29,193,29,28,629,606,23,745,688,15,26,16,284,270,14,8
3.9041E+11,2551,2398,43,74,36,25,912,863,49,2422,2281,48,69,24,784,763,21,28
3.9041E+11,2831,2603,58,122,48,32,881,853,28,1935,1832,36,56,11,583,570,13,23
3.9041E+11,961,872,11,38,40,19,339,314,25,597,579,10,7,1,228,215,13,0
3.9041E+11,1317,1146,60,51,60,89,804,745,59,1048,956,19,56,17,677,613,64,15
3.9041E+11,1490,1309,22,132,27,30,550,506,44,978,916,15,39,8,363,331,32,9
3.9041E+11,2588,2441,47,55,45,39,1075,1034,41,2149,2037,30,45,37,786,761,25,21
3.9041E+11,980,624,157,85,114,104,477,416,61,689,417,207,11,54,275,248,27,36
3.9041E+11,2354,1833,154,278,89,86,916,859,57,1950,1728,62,102,58,810,762,48,48
3.9041E+11,1258,1018,51,146,43,29,380,374,6,563,527,15,16,5,200,193,7,4
3.9041E+11,1733,1573,56,60,44,44,627,596,31,1220,1170,20,18,12,424,405,19,13
3.9041E+11,2067,1632,94,281,60,30,687,666,21,431,381,14,16,20,250,157,93,3
3.9041E+11,1747,1434,55,220,38,36,539,532,7,303,260,10,27,6,114,109,5,5
3.9041E+11,3562,2728,195,523,116,82,1061,1038,23,394,379,10,4,1,175,126,49,3
3.9041E+11,1710,1521,40,96,53,31,684,607,77,643,619,3,13,8,241,232,9,2
3.9041E+11,2984,2668,77,82,157,174,1065,994,71,1609,1564,18,17,10,658,619,39,6
3.9041E+11,3558,3156,90,257,55,61,1103,1062,41,1649,1568,30,35,16,531,506,25,8
3.9041E+11,2337,2163,58,67,49,51,793,755,38,1443,1390,26,7,20,487,468,19,6
3.9041E+11,2161,1984,73,52,52,32,644,628,16,716,679,15,6,16,232,228,4,5
3.9041E+11,2226,1824,117,202,83,90,1055,998,57,2043,1845,69,65,64,1003,967,36,48
3.9041E+11,2287,1739,149,296,103,92,1011,969,42,424,390,10,16,8,364,230,134,8
3.9041E+11,2846,2720,23,30,73,33,1081,1013,68,2214,2185,3,11,15,841,806,35,16
3.9041E+11,2343,2190,45,53,55,56,927,863,64,889,865,0,7,17,353,334,19,8
3.9041E+11,2211,1951,113,94,53,55,713,704,9,2264,2049,74,77,64,665,643,22,23
3.9041E+11,1738,1588,77,53,20,31,798,756,42,1605,1496,65,18,26,623,592,31,20
3.9041E+11,2421,2099,157,95,70,59,869,823,46,1607,1485,65,43,14,499,490,9,13
3.9041E+11,2264,1923,186,75,80,43,698,680,18,691,649,18,5,19,274,243,31,8
3.9041E+11,2325,2085,72,125,43,48,819,789,30,437,421,10,0,6,150,147,3,3
3.9041E+11,2410,2107,144,104,55,57,822,812,10,1341,1210,68,36,27,425,414,11,14
3.9041E+11,2366,2110,129,85,42,35,861,828,33,1813,1684,67,40,22,620,572,48,23
3.9041E+11,2777,2443,176,110,48,36,876,850,26,454,403,27,15,9,127,125,2,2
3.9041E+11,1465,1410,22,12,21,34,622,579,43,1401,1370,10,4,17,558,539,19,3
3.9041E+11,1904,1737,70,61,36,25,650,617,33,814,797,1,8,8,320,311,9,2
3.9041E+11,2815,2505,76,150,84,70,905,873,32,1037,986,20,17,14,359,327,32,19
3.9041E+11,1658,1578,18,9,53,36,692,648,44,1727,1698,6,2,21,666,642,24,13
3.9041E+11,2582,2511,21,14,36,28,966,927,39,2089,2033,13,7,36,744,718,26,14
3.9041E+11,2285,2015,109,105,56,45,1076,986,90,1357,1229,51,58,19,668,489,179,25
3.9041E+11,2924,2643,143,80,58,32,1122,1074,48,2035,1926,52,38,19,774,743,31,21
3.9041E+11,2145,1825,48,203,69,34,796,753,43,699,660,6,22,11,232,226,6,4
3.9041E+11,2857,2432,64,307,54,52,1078,1016,62,1037,970,25,28,14,511,445,66,7
3.9041E+11,1742,1702,5,4,31,19,675,642,33,1547,1527,10,4,6,575,552,23,5
3.9041E+11,1594,1565,16,4,9,16,609,585,24,1284,1242,19,2,21,498,465,33,7
3.9041E+11,1793,1768,3,8,14,18,706,671,35,1501,1482,2,3,14,580,552,28,6
3.9041E+11,3324,2923,39,293,69,48,1122,1053,69,918,893,0,9,16,329,317,12,9
3.9041E+11,3084,2785,125,95,79,56,1125,1049,76,1196,1166,8,1,21,469,441,28,4
3.9041E+11,2590,2406,95,56,33,45,942,900,42,1799,1722,32,22,23,797,720,77,25
3.9041E+11,1917,1714,85,24,94,89,968,917,51,1494,1416,38,8,32,858,716,142,33
3.9041E+11,1227,1188,18,5,16,9,467,438,29,1058,1040,5,0,13,407,391,16,3
3.9041E+11,2089,2038,17,8,26,14,811,776,35,1886,1858,4,7,17,677,659,18,9
3.9041E+11,1155,1098,10,12,35,21,481,456,25,966,936,8,2,20,390,376,14,13
3.9041E+11,1267,1080,65,93,29,23,612,556,56,533,485,17,24,7,190,181,9,1
3.9041E+11,1594,1132,108,277,77,71,885,848,37,823,724,37,42,20,582,480,102,16
3.9041E+11,1954,1580,113,206,55,43,906,778,128,370,335,10,14,11,163,159,4,8
3.9045E+11,1294,1252,4,0,38,14,667,512,155,1104,1076,2,1,25,521,442,79,3
3.9045E+11,1212,1175,3,6,28,7,565,536,29,1073,1053,1,7,12,498,479,19,6
3.9045E+11,1019,999,1,5,14,7,419,393,26,1005,1001,0,0,4,396,377,19,2
3.9045E+11,1916,1869,11,4,32,14,735,709,26,1666,1627,7,3,29,600,579,21,23
3.9045E+11,767,735,14,2,16,7,303,286,17,759,746,4,0,9,285,278,7,6
3.9045E+11,1878,1819,23,12,24,21,711,684,27,1659,1626,9,0,24,592,576,16,15
3.9045E+11,4736,3805,608,148,175,95,1542,1448,94,1332,1289,18,10,15,435,431,4,7
3.9045E+11,1155,1088,21,9,37,35,435,413,22,1211,1185,9,3,14,437,421,16,18
3.9045E+11,3790,3626,28,48,88,77,1385,1325,60,1953,1909,6,11,27,785,766,19,8
3.9045E+11,997,954,1,12,30,10,417,385,32,887,875,0,3,9,366,341,25,6
3.9045E+11,2159,2113,7,8,31,11,841,819,22,1934,1901,5,13,15,740,717,23,3
3.9045E+11,2336,2299,3,12,22,31,910,863,47,2040,2003,7,8,22,752,726,26,16
3.9045E+11,1938,1889,18,3,28,11,730,680,50,1689,1671,4,0,14,599,564,35,9
3.9045E+11,1202,1174,5,1,22,4,512,450,62,1151,1119,4,2,26,448,429,19,4
3.9045E+11,1319,1300,1,1,17,2,507,478,29,1103,1090,1,0,12,427,416,11,5
3.9045E+11,889,857,13,7,12,11,416,378,38,886,871,5,0,10,412,395,17,6
3.9045E+11,1376,1340,5,18,13,12,660,608,52,1015,1000,3,6,6,404,391,13,2
3.9045E+11,1008,922,14,3,69,72,499,467,32,944,895,11,7,31,494,461,33,17
3.9045E+11,898,887,2,4,5,10,390,373,17,839,821,3,7,8,386,379,7,10
3.9045E+11,1752,1655,17,15,65,64,988,923,65,1671,1623,9,15,24,961,922,39,15
3.9045E+11,1429,1380,9,7,33,30,848,708,140,1441,1409,2,8,22,819,686,133,12
3.9045E+11,1253,1227,6,11,9,9,534,506,28,1064,1043,2,15,4,417,412,5,3
3.9045E+11,1109,1069,5,4,31,14,468,445,23,1150,1128,0,16,6,459,449,10,7
3.9045E+11,2347,2262,25,8,52,18,1079,999,80,2368,2289,21,10,48,1024,988,36,12
3.9045E+11,606,565,6,7,28,24,296,264,32,616,600,7,1,8,296,279,17,6
3.9045E+11,855,827,8,2,18,14,389,361,28,827,819,3,2,3,387,367,20,2
3.9045E+11,901,844,8,3,46,32,382,340,42,838,785,1,2,50,386,339,47,17
3.9045E+11,876,850,5,5,16,9,381,358,23,903,882,2,2,17,379,354,25,6
3.9045E+11,847,804,5,0,38,27,379,336,43,844,819,5,7,13,381,352,29,20
3.9045E+11,810,780,4,1,25,17,357,313,44,766,743,1,0,22,367,326,41,20
3.9045E+11,631,612,1,5,13,4,310,266,44,679,661,4,7,7,305,276,29,8
3.9045E+11,626,593,12,4,17,12,347,291,56,740,720,6,1,13,347,308,39,4
3.9045E+11,889,859,10,2,18,7,442,415,27,945,931,0,5,9,445,423,22,2
3.9045E+11,1233,1207,4,2,20,17,515,484,31,1215,1204,3,1,7,519,495,24,6
3.9045E+11,1285,1239,9,2,35,15,572,519,53,1296,1281,1,0,14,564,526,38,20
3.9045E+11,641,607,8,1,25,11,283,249,34,701,695,2,3,1,283,262,21,0
3.9045E+11,1968,1898,19,3,48,18,858,750,108,2043,1994,12,10,27,857,782,75,20
3.9045E+11,1163,1072,31,3,57,11,475,425,50,1072,1007,35,2,28,462,409,53,4
3.9045E+11,889,874,4,3,8,8,403,379,24,800,789,2,3,6,365,350,15,1
3.9045E+11,1033,1004,14,2,13,8,418,387,31,956,941,2,1,12,407,394,13,4
3.9045E+11,1103,1074,11,2,16,7,462,430,32,957,936,1,0,20,389,375,14,7
3.9045E+11,1663,1616,28,0,19,12,631,574,57,1650,1627,5,7,11,565,527,38,5
3.9045E+11,2787,2108,627,11,41,31,498,475,23,2853,1929,889,6,29,459,438,21,33
3.9045E+11,32,32,0,0,0,0,12,11,1,26,26,0,0,0,9,9,0,0
3.9045E+11,1782,1739,8,3,32,15,653,605,48,1467,1435,10,10,12,526,492,34,2
3.9045E+11,1550,1168,280,33,69,54,582,566,16,1604,1374,144,36,50,594,592,2,33
3.9045E+11,3819,1858,1519,108,334,300,1903,1727,176,2111,1780,231,33,67,1081,1017,64,42
3.9045E+11,3521,1786,1353,135,247,190,1193,1127,66,2434,1711,569,72,82,815,783,32,45
3.9045E+11,1798,1619,109,38,32,29,578,572,6,1984,1867,55,40,22,559,555,4,25
3.9045E+11,1343,1190,88,21,44,33,517,505,12,1489,1396,44,22,27,524,519,5,16
3.9045E+11,1483,1297,102,36,48,13,464,457,7,1272,1186,46,20,20,449,400,49,12
3.9045E+11,1759,1455,222,35,47,30,585,570,15,1449,1274,113,35,27,464,453,11,9
3.9045E+11,2692,2171,303,98,120,65,881,865,16,1745,1610,112,18,5,547,537,10,27
3.9045E+11,1856,1586,168,34,68,18,649,620,29,1475,1372,68,16,19,497,481,16,11
3.9045E+11,1909,1629,177,27,76,38,843,788,55,1795,1686,51,25,33,678,665,13,39
3.9045E+11,2036,1827,139,22,48,29,704,685,19,1851,1713,64,55,19,592,588,4,14
3.9045E+11,2899,2141,476,135,147,103,1235,1079,156,1550,1413,82,19,36,597,580,17,34
3.90479E+11,1372,1315,10,0,47,43,547,516,31,1316,1286,13,1,16,499,479,20,15
3.90479E+11,1351,1309,10,6,26,16,574,525,49,1258,1203,10,2,43,505,480,25,29
3.90479E+11,1253,1141,29,0,83,67,493,434,59,1211,1140,42,1,28,453,427,26,33
3.90479E+11,1225,1191,5,12,17,7,514,463,51,1252,1231,5,4,12,482,455,27,4
3.90479E+11,1053,1014,18,3,18,2,466,425,41,1239,1216,10,1,12,468,442,26,6
3.90479E+11,1279,1183,51,2,43,23,608,532,76,1356,1226,86,0,44,616,546,70,5
3.90479E+11,803,786,6,1,10,1,352,319,33,817,793,3,4,17,371,347,24,16
3.90479E+11,1073,1016,7,23,27,17,557,509,48,991,962,3,21,5,468,449,19,8
3.90479E+11,1383,1331,23,1,28,23,634,592,42,1421,1388,12,4,17,645,611,34,22
3.90479E+11,912,864,23,0,25,20,357,295,62,951,893,23,9,26,404,367,37,8
3.90479E+11,982,890,40,7,45,25,504,434,70,1068,1032,14,2,20,483,434,49,5
3.90479E+11,2241,2058,79,18,86,40,912,832,80,1378,1285,55,4,34,573,535,38,4
3.90479E+11,674,618,12,2,42,26,297,258,39,718,679,17,3,19,309,272,37,15
3.90479E+11,875,795,52,2,26,16,328,273,55,968,902,55,1,10,334,304,30,4
3.90479E+11,1288,1209,30,3,46,43,585,546,39,1130,1064,32,3,31,473,459,14,31
3.90479E+11,749,709,20,0,20,5,355,281,74,867,789,42,0,36,362,311,51,36
3.90479E+11,814,756,32,6,20,19,374,341,33,835,751,56,2,26,379,354,25,12
3.90479E+11,1841,1720,48,35,38,13,823,791,32,1791,1693,23,42,33,812,759,53,8
3.90479E+11,733,715,5,4,9,11,361,318,43,775,755,16,0,4,349,324,25,14
3.90479E+11,809,755,22,15,17,8,375,319,56,860,803,31,6,20,394,340,54,12
3.90479E+11,1109,1068,5,13,23,6,540,491,49,1140,1112,2,17,9,492,469,23,17
3.90479E+11,887,852,20,1,14,13,377,350,27,827,803,20,1,3,383,348,35,6
3.90479E+11,1001,947,4,3,47,46,447,402,45,978,924,9,1,44,423,368,55,32
3.90479E+11,1309,1264,17,7,21,8,539,482,57,1188,1177,5,1,5,471,451,20,0
3.90479E+11,834,817,1,0,16,6,336,310,26,987,980,0,1,6,353,342,11,2
3.90479E+11,1180,1148,17,1,14,16,438,398,40,1111,1095,5,1,10,403,381,22,8
3.9049E+11,1080,1040,14,8,18,25,621,579,42,1161,1122,20,9,10,619,602,17,11
3.9049E+11,857,814,15,18,10,15,459,434,25,938,919,4,6,9,458,449,9,19
3.9049E+11,648,619,6,6,17,12,373,359,14,663,630,7,9,17,375,365,10,5
3.9049E+11,759,744,5,4,6,11,364,348,16,736,722,4,3,7,359,345,14,2
3.9049E+11,789,758,6,11,14,9,378,363,15,823,799,3,9,12,380,372,8,10
3.9049E+11,1668,1584,28,21,35,17,870,844,26,1658,1591,14,25,28,874,858,16,9
3.9049E+11,705,674,10,11,10,14,338,326,12,666,645,2,12,7,334,323,11,7
3.9049E+11,798,741,10,17,30,21,399,382,17,827,784,12,16,15,391,383,8,7
3.9049E+11,640,618,13,1,8,5,306,294,12,651,618,8,8,17,305,300,5,12
3.9049E+11,611,581,8,3,19,8,315,303,12,647,619,5,10,13,316,310,6,4
3.9049E+11,886,833,21,11,21,20,449,432,17,939,889,15,18,17,448,439,9,6
3.9049E+11,670,627,4,15,24,15,317,310,7,689,659,3,10,17,317,306,11,0
3.9049E+11,815,775,6,11,23,11,340,335,5,811,782,3,10,16,340,338,2,7
3.9049E+11,1058,1004,12,16,26,15,475,462,13,1103,1076,6,5,16,474,469,5,12
3.9049E+11,1184,1130,10,13,31,23,551,536,15,1257,1225,6,10,16,553,541,12,14
3.9049E+11,1145,774,277,26,68,46,523,479,44,1181,889,244,12,36,533,513,20,16
3.9049E+11,1419,888,377,37,117,69,739,641,98,1426,1104,233,36,53,751,612,139,34
3.9049E+11,583,473,85,9,16,15,299,265,34,718,599,86,5,28,300,289,11,15
3.9049E+11,1233,1014,149,20,50,30,573,550,23,1243,1115,56,32,40,573,554,19,23
3.9049E+11,1157,909,150,9,89,54,529,494,35,1222,1119,70,9,24,532,509,23,24
3.9049E+11,632,470,132,5,25,13,339,309,30,673,558,85,1,29,336,313,23,5
3.9049E+11,961,619,255,20,67,49,456,397,59,1056,818,176,8,54,457,429,28,32
3.9049E+11,721,534,141,2,44,26,344,311,33,734,648,56,4,26,344,332,12,7
3.9049E+11,1237,1153,37,22,25,22,630,591,39,1295,1214,18,22,41,627,604,23,34
3.9049E+11,1182,1070,25,32,55,30,673,629,44,1180,1087,28,24,41,674,638,36,35
3.9049E+11,674,630,11,10,23,22,356,327,29,682,649,9,11,13,335,330,5,18
3.9049E+11,986,936,14,10,26,24,541,515,26,1020,963,11,10,36,540,523,17,30
3.9049E+11,696,641,27,15,13,7,359,344,15,720,682,20,6,12,360,353,7,9
3.9049E+11,783,730,8,16,29,17,346,338,8,761,715,5,20,21,341,335,6,3
3.9049E+11,916,847,22,16,31,14,438,420,18,888,832,26,6,24,441,432,9,5
3.9049E+11,925,838,30,26,31,24,461,440,21,1004,935,19,16,34,524,500,24,27
3.9049E+11,1087,972,23,55,37,38,555,536,19,1090,1021,20,29,20,557,536,21,16
3.9049E+11,1129,852,34,197,46,54,747,712,35,319,263,5,37,14,213,204,9,10
3.9049E+11,624,575,16,12,21,19,293,273,20,613,571,13,13,16,291,279,12,0
3.9049E+11,1143,976,74,15,78,37,597,537,60,1177,1005,87,12,73,610,531,79,39
3.9049E+11,748,665,19,21,43,23,375,346,29,604,527,28,20,29,318,288,30,14
3.9049E+11,636,499,23,92,22,22,423,375,48,636,503,32,65,36,424,390,34,23
3.9049E+11,629,540,39,11,39,32,364,324,40,651,559,27,22,43,365,318,47,25
3.9049E+11,612,343,197,9,63,19,282,253,29,649,443,187,4,15,280,260,20,7
3.9049E+11,620,340,243,3,34,19,345,269,76,732,419,251,16,46,348,306,42,22
3.9049E+11,1129,765,281,6,77,47,513,449,64,1146,937,157,10,42,517,479,38,28
3.9049E+11,741,539,159,3,40,32,348,317,31,850,642,158,11,39,352,337,15,16
3.9049E+11,760,72,656,1,31,20,383,303,80,874,71,774,2,27,386,353,33,17
3.9049E+11,701,76,607,1,17,1,355,285,70,477,32,418,1,26,209,196,13,10
3.9049E+11,923,446,406,6,65,35,427,355,72,1400,515,810,16,59,565,531,34,48
3.9049E+11,775,35,701,8,31,20,397,298,99,978,53,874,4,47,398,361,37,16
3.9049E+11,740,46,680,1,13,10,370,314,56,770,24,725,3,18,380,343,37,6
3.9049E+11,564,39,505,0,20,16,333,224,109,825,25,777,2,21,339,286,53,22
3.9049E+11,520,34,452,0,34,23,316,192,124,697,15,643,0,39,313,237,76,1
3.9049E+11,491,25,450,1,15,10,294,192,102,639,18,609,0,12,291,246,45,3
3.9049E+11,1075,719,315,14,27,23,464,419,45,1211,877,213,81,40,489,467,22,24
3.9049E+11,619,419,170,3,27,11,317,279,38,741,487,196,29,29,319,291,28,2
3.9049E+11,846,487,290,19,50,32,363,332,31,864,605,188,25,46,354,338,16,28
3.9049E+11,1271,440,769,2,60,23,663,521,142,1365,681,586,1,97,636,535,101,23
3.9049E+11,633,240,344,7,42,18,294,237,57,679,365,288,3,23,297,263,34,2
3.9049E+11,570,387,146,13,24,18,283,271,12,644,441,188,5,10,292,279,13,7
3.9049E+11,647,429,148,18,52,22,299,281,18,784,510,225,15,34,327,315,12,11
3.9049E+11,662,163,468,1,30,21,285,239,46,722,208,481,3,30,285,261,24,14
3.9049E+11,1088,392,614,5,77,45,534,390,144,1334,634,649,5,46,534,457,77,12
3.9049E+11,849,106,691,4,48,13,400,315,85,1226,167,995,8,56,453,412,41,10
3.9049E+11,810,146,623,1,40,24,355,306,49,902,144,705,13,40,358,338,20,13
3.9049E+11,766,188,514,1,63,47,324,286,38,807,292,455,1,59,330,286,44,41
3.9049E+11,568,109,415,3,41,8,291,223,68,685,164,494,0,27,291,253,38,2
3.9049E+11,735,134,563,3,35,20,444,270,174,978,211,739,6,22,396,335,61,5
3.9049E+11,1081,966,21,58,36,35,427,422,5,972,893,28,31,20,439,427,12,13
3.9049E+11,1334,1153,75,35,71,35,696,628,68,1284,1111,101,9,63,701,635,66,32
3.9049E+11,947,858,47,15,27,29,384,349,35,844,735,49,20,40,388,367,21,24
3.9049E+11,781,703,8,43,27,26,296,293,3,683,592,15,51,25,258,252,6,16
3.9049E+11,821,761,24,14,22,22,312,300,12,681,625,13,21,22,319,304,15,17
3.9049E+11,866,783,14,38,31,25,420,388,32,890,796,26,35,33,433,390,43,13
3.9049E+11,1123,984,17,78,44,29,544,511,33,1043,834,23,162,24,558,537,21,19
3.9049E+11,1143,912,15,191,25,24,493,485,8,1103,869,20,179,35,532,520,12,13
3.9049E+11,1422,1091,68,208,55,34,418,405,13,1266,975,64,186,41,708,672,36,28
3.9049E+11,2161,1900,110,113,38,57,2,2,0,4447,3489,516,231,211,16,16,0,104
3.9049E+11,2634,2270,105,216,43,76,14,5,9,2951,2214,275,330,132,65,56,9,69
3.9049E+11,2505,2093,142,200,70,72,83,82,1,249,205,14,15,15,121,118,3,9
3.9049E+11,1488,853,149,428,58,44,825,735,90,1039,494,50,454,41,495,476,19,27
3.9049E+11,1671,1269,204,143,55,60,61,58,3,1432,1131,188,55,58,62,57,5,22
3.9049E+11,1034,906,52,44,32,32,517,484,33,999,835,66,56,42,524,478,46,27
3.9049E+11,1095,953,72,35,35,28,384,355,29,828,655,91,32,50,361,315,46,27
3.9049E+11,681,646,4,16,15,12,208,204,4,591,510,41,28,12,260,225,35,16
3.9049E+11,1324,1193,26,69,36,28,485,480,5,1295,1110,22,128,35,562,531,31,26
3.9049E+11,688,630,17,23,18,18,191,186,5,659,593,7,49,10,215,202,13,18
3.9049E+11,1310,886,271,67,86,94,667,595,72,1254,743,375,68,68,686,578,108,34
3.9049E+11,1699,1499,70,83,47,65,625,607,18,1533,1297,118,68,50,693,645,48,40
3.9049E+11,2161,1992,44,81,44,64,527,477,50,1575,1447,38,59,31,528,490,38,27
3.9049E+11,1413,1287,18,76,32,34,545,538,7,1310,1106,70,88,46,625,568,57,26
3.9049E+11,824,87,707,0,30,10,447,308,139,1086,101,932,9,44,457,369,88,2
3.9049E+11,719,130,552,5,32,21,320,244,76,711,106,568,2,35,325,275,50,3
3.9049E+11,645,24,599,1,21,10,295,254,41,689,33,641,0,15,282,261,21,22
3.9049E+11,807,32,687,65,23,3,277,256,21,850,19,785,9,37,283,259,24,20
3.9049E+11,579,43,524,2,10,8,304,223,81,684,41,611,2,30,309,252,57,11
3.9049E+11,1182,195,874,3,110,81,635,473,162,1396,158,1185,4,49,657,520,137,23
3.9049E+11,500,282,137,6,75,53,289,196,93,681,318,339,2,22,343,255,88,22
3.9049E+11,1275,954,143,82,96,100,615,569,46,1254,796,279,59,120,655,539,116,88
3.9049E+11,742,286,250,21,185,203,367,303,64,807,330,366,33,78,402,352,50,50
3.9049E+11,687,428,186,7,66,82,453,375,78,672,350,278,10,34,425,337,88,34
3.9049E+11,1076,858,41,138,39,35,463,449,14,882,724,45,82,31,382,365,17,21
3.9049E+11,934,672,69,150,43,57,457,411,46,887,693,108,40,46,485,428,57,23
3.9049E+11,599,477,21,83,18,19,335,307,28,637,493,41,73,30,320,310,10,14
3.9049E+11,677,504,43,111,19,16,347,333,14,696,490,91,62,53,401,387,14,35
